"[count]","uHashT [query/μs]","cHashT [query/μs]","iHashT_u8h [query/μs]","iHashT_u8f [query/μs]","iHashT_u16 [query/μs]","dHashT [query/μs]","fHashT [query/μs]",
"1.000000","2.564103","2.380952","1.851852","2.127660","2.040816","3.125000","1.754386",
"2.000000","1.333333","3.831418","50.000000","6.622517","14.285714","33.333333","33.333333",
"3.000000","12.500000","1.176471","14.285714","16.666667","16.666667","50.000000","1.204819",
"4.000000","12.500000","20.000000","33.333333","25.000000","12.500000","33.333333","25.000000",
"5.000000","4.166667","1.449275","25.000000","16.666667","14.285714","33.333333","1.408451",
"6.000000","12.500000","16.666667","20.000000","20.000000","12.500000","33.333333","25.000000",
"7.000000","12.500000","20.000000","16.666667","20.000000","16.666667","33.333333","25.000000",
"8.000000","12.500000","16.666667","16.666667","20.000000","14.285714","33.333333","33.333333",
"9.000000","12.500000","1.960784","16.666667","25.000000","10.000000","14.285714","2.127660",
"10.000000","11.111111","25.000000","20.000000","14.285714","10.000000","33.333333","20.000000",
"15.000000","4.132231","27.777778","20.000000","16.666667","16.666667","35.714286","33.333333",
"20.000000","14.705882","0.000000","2.487562","13.513514","14.705882","2.272727","4.672897",
"25.000000","4.807692","8.928571","0.000001","14.285714","13.513514","41.666667","55.555556",
"30.000000","13.888889","20.000000","3.012048","14.705882","13.157895","41.666667","55.555556",
"35.000000","19.230769","2.474023","20.000000","13.513514","12.500000","3.968254","4.032258",
"40.000000","19.230769","26.315789","3.594536","1.063603","0.833194","35.714286","83.333333",
"45.000000","22.727273","33.333333","25.000000","2.463054","2.000000","55.555556","83.333333",
"50.000000","3.968254","33.333333","26.315789","17.857143","14.705882","35.714286","55.555556",
"55.000000","13.888889","14.285714","3.105590","2.336449","2.414293","45.454545","62.500000",
"60.000000","14.705882","12.820513","31.250000","18.518519","18.518519","50.000000","83.333333",
"65.000000","13.513514","2.066116","35.714286","20.833333","16.666667","3.048780","2.777778",
"70.000000","12.820513","33.333333","26.315789","2.673797","2.487562","55.555556","83.333333",
"75.000000","21.739130","41.666667","38.461538","20.000000","18.518519","55.555556","27.777778",
"80.000000","18.518519","26.315789","25.000000","25.000000","15.625000","62.500000","62.500000",
"85.000000","21.739130","26.315789","26.315789","16.129032","13.513514","54.945055","55.555556",
"90.000000","16.129032","29.411765","2.487562","15.625000","15.151515","83.333333","83.333333",
"95.000000","14.705882","38.461538","33.333333","19.230769","17.857143","45.454545","31.250000",
"100.000000","2.135839","31.250000","50.000000","16.129032","16.129032","83.333333","55.555556",
"125.000000","20.325203","33.738192","50.000000","6.811989","6.961849","64.102564","83.333333",
