"[count]","uHashT [query/μs]","cHashT [query/μs]","iHashT_u8h [query/μs]","iHashT_u8f [query/μs]","iHashT_u16 [query/μs]","dHashT [query/μs]","fHashT [query/μs]",
"1.000000","2.631579","1.923077","1.851852","3.333333","2.173913","2.624672","1.724138",
"2.000000","1.315789","2.702703","25.000000","7.142857","20.000000","33.333333","33.333333",
"3.000000","12.500000","1.162791","14.285714","25.000000","12.500000","20.000000","1.851852",
"4.000000","11.111111","2.777778","25.000000","20.000000","33.333333","25.000000","33.333333",
"5.000000","3.846154","1.030928","25.000000","20.000000","33.333333","25.000000","1.369863",
"6.000000","11.111111","25.000000","33.333333","16.666667","25.000000","25.000000","20.000000",
"7.000000","14.285714","33.333333","25.000000","16.666667","20.000000","25.000000","33.333333",
"8.000000","16.666667","25.000000","20.000000","14.285714","16.666667","25.000000","33.333333",
"9.000000","14.285714","2.222222","12.500000","14.285714","16.666667","25.000000","2.040816",
"10.000000","20.000000","14.285714","20.000000","16.666667","20.000000","25.000000","33.333333",
"15.000000","6.493506","15.151515","16.666667","17.241379","20.000000","41.666667","38.461538",
"20.000000","16.666667","0.000000","1.694341","16.129032","15.151515","2.747253","4.000000",
"25.000000","5.263158","16.666667","0.000001","18.518519","15.625000","45.454545","50.000000",
"30.000000","16.129032","27.777778","3.756574","16.129032","14.705882","55.555556","45.454545",
"35.000000","17.241379","2.336449","15.151515","13.888889","14.705882","4.166667","3.906250",
"40.000000","20.833333","55.555556","3.968254","1.106195","1.008065","55.555556","62.500000",
"45.000000","20.833333","13.157895","31.250000","2.335357","2.379819","50.000000","55.555556",
"50.000000","3.620565","13.157895","26.315789","16.129032","16.666667","62.500000","35.714286",
"55.000000","13.888889","16.129032","3.267974","2.617801","2.659574","45.454545","62.500000",
"60.000000","17.241379","50.000000","38.461538","18.518519","20.000000","55.555556","38.461538",
"65.000000","20.000000","2.242152","38.461538","13.513514","22.727273","3.012048","2.630195",
"70.000000","12.820513","41.666667","45.454545","2.747253","2.590674","55.555556","31.250000",
"75.000000","20.000000","33.112583","38.461538","15.151515","17.857143","41.666667","45.454545",
"80.000000","16.666667","35.714286","62.500000","20.000000","20.000000","50.000000","55.555556",
"85.000000","20.833333","31.250000","31.250000","17.241379","21.739130","71.428571","83.333333",
"90.000000","20.833333","35.714286","2.414293","17.857143","17.241379","55.555556","50.000000",
"95.000000","18.518519","38.461538","35.714286","16.129032","20.000000","45.454545","50.000000",
"100.000000","2.325581","27.777778","50.000000","19.230769","17.857143","62.500000","55.555556",
"125.000000","18.796992","42.372881","52.083333","7.416197","6.775068","73.529412","54.347826",
