"[count]","uHashT [query/μs]","cHashT [query/μs]","iHashT_u8h [query/μs]","iHashT_u8f [query/μs]","iHashT_u16 [query/μs]","dHashT [query/μs]","fHashT [query/μs]",
"1.000000","0.543478","2.380952","2.222222","2.433090","2.272727","4.347826","2.040816",
"2.000000","0.324675","33.333333","6.666667","12.500000","16.666667","33.333333","33.333333",
"3.000000","5.555556","0.431034","25.000000","14.285714","20.000000","33.333333","0.980392",
"4.000000","5.555556","20.000000","25.000000","12.500000","16.666667","50.000000","14.285714",
"5.000000","1.449275","1.851852","20.000000","16.666667","25.000000","33.333333","1.721170",
"6.000000","4.761905","25.000000","20.000000","33.333333","20.000000","33.333333","33.333333",
"7.000000","4.347826","16.666667","12.500000","20.000000","14.285714","33.333333","25.000000",
"8.000000","4.761905","16.666667","25.000000","20.000000","25.000000","33.333333","25.000000",
"9.000000","3.571429","2.127660","11.111111","16.666667","14.285714","50.000000","2.000000",
"10.000000","4.761905","25.000000","12.500000","12.500000","14.285714","20.000000","20.000000",
"15.000000","2.414293","33.333333","18.518519","13.157895","20.833333","35.714286","41.666667",
"20.000000","8.333333","0.000000","2.222222","13.888889","18.518519","2.135839","4.716981",
"25.000000","2.212389","11.111111","0.000001","11.627907","16.129032","35.714286","50.000000",
"30.000000","4.807692","29.411765","3.521127","11.904762","15.625000","45.454545","35.714286",
"35.000000","8.333333","2.450980","22.727273","11.363636","13.888889","4.464286","4.310345",
"40.000000","6.756757","33.333333","3.906250","0.943218","1.106195","41.666667","62.500000",
"45.000000","6.172840","38.461538","25.000000","1.766784","2.536783","45.454545","62.500000",
"50.000000","0.835981","45.454545","23.809524","13.157895","22.727273","45.454545","71.428571",
"55.000000","4.854369","29.411765","3.030303","1.930502","2.551020","50.000000","50.000000",
"60.000000","7.462687","33.333333","29.411765","16.666667","21.739130","62.500000","29.411765",
"65.000000","8.196721","2.000000","35.714286","12.500000","21.739130","2.631579","2.732240",
"70.000000","5.376344","71.428571","45.454545","1.983340","2.717391","41.666667","62.500000",
"75.000000","8.196721","50.000000","31.250000","13.888889","22.727273","50.000000","50.000000",
"80.000000","7.812500","50.000000","35.714286","10.638298","20.000000","41.666667","62.500000",
"85.000000","6.756757","33.333333","38.461538","12.820513","20.833333","83.333333","45.454545",
"90.000000","6.321113","25.000000","2.145923","12.500000","18.518519","50.000000","26.315789",
"95.000000","7.042254","27.777778","33.333333","12.195122","17.857143","38.461538","31.250000",
"100.000000","0.872600","27.777778","50.000000","12.820513","23.809524","55.555556","23.809524",
"125.000000","7.267442","34.722222","48.076923","6.024096","7.834535","65.789474","62.500000",
"150.000000","6.868132","5.694761","34.722222","12.013455","22.935780","8.275405","7.102273",
"175.000000","4.690432","39.682540","5.386770","4.118616","5.165289","86.206897","65.789474",
"200.000000","1.815409","37.878788","60.975610","20.000000","33.783784","86.206897","58.139535",
"225.000000","7.575758","30.864198","49.019608","24.271845","31.645570","58.139535","71.428571",
"250.000000","7.352941","26.567481","43.859649","24.038462","27.442371","67.567568","69.444444",
"275.000000","7.936508","3.526093","42.372881","12.254902","15.822785","4.488330","4.392901",
"300.000000","8.389262","45.454545","3.424188","2.693675","13.157895","92.592593","86.206897",
"325.000000","7.886435","51.020408","62.500000","33.333333","4.018647","100.000000","80.645161",
"350.000000","4.294795","47.169811","60.975610","30.864198","36.764706","75.757576","92.592593",
"375.000000","7.621951","42.372881","55.555556","27.472527","41.666667","62.500000","83.333333",
"400.000000","8.012821","38.461538","43.859649","28.409091","33.333333","78.125000","100.000000",
"425.000000","1.113487","43.103448","54.347826","21.186441","31.645570","62.500000","75.757576",
"450.000000","7.908890","27.777778","43.103448","16.447368","32.051282","73.529412","69.444444",
"475.000000","7.485030","34.246575","49.019608","12.189176","25.000000","65.789474","78.125000",
"500.000000","8.169935","34.722222","36.764706","2.495010","16.447368","78.125000","55.555556",
"525.000000","7.020500","1.771667","39.062500","32.894737","9.225092","2.792984","2.227965",
"550.000000","7.645260","46.296296","52.083333","27.777778","9.187799","75.757576","83.333333",
"575.000000","8.333333","54.347826","1.936333","33.333333","2.038985","86.206897","73.529412",
"600.000000","8.038585","37.313433","54.347826","32.467532","43.103448","67.567568","59.523810",
"625.000000","5.060729","45.454545","67.567568","27.173913","36.231884","104.166667","86.206897",
"650.000000","7.062147","39.682540","58.139535","29.411765","45.454545","96.153846","83.333333",
"675.000000","7.394262","43.859649","64.102564","31.250000","37.313433","75.757576","100.000000",
"700.000000","7.507508","39.062500","51.020408","28.409091","44.642857","83.333333","89.285714",
"725.000000","7.716049","34.246575","67.567568","28.409091","43.103448","59.523810","83.333333",
"750.000000","7.286505","45.454545","55.555556","30.826141","35.714286","75.757576","64.102564",
"775.000000","7.374631","48.076923","59.523810","28.735632","34.246575","71.428571","49.019608",
"800.000000","7.352941","43.103448","64.102564","25.000000","35.161744","52.083333","43.859649",
"825.000000","0.702780","42.372881","48.076923","24.038462","36.231884","67.567568","64.102564",
"850.000000","8.591065","43.103448","43.103448","18.939394","32.051282","51.020408","65.789474",
"875.000000","9.615385","43.859649","44.642857","22.321429","33.783784","80.645161","67.567568",
"900.000000","8.561644","32.894737","43.859649","16.447368","32.467532","67.567568","65.789474",
"925.000000","7.886435","30.864198","49.019608","1.241804","31.645570","53.191489","67.567568",
"950.000000","8.248103","30.487805","48.076923","40.983607","23.584906","67.567568","51.020408",
"975.000000","7.836991","32.894737","38.461538","40.322581","21.186441","69.444444","44.642857",
"1000.000000","7.163324","31.605563","41.666667","35.211268","13.368984","60.975610","62.500000",
"1100.000000","6.484243","3.598158","0.004344","37.160907","5.491187","5.449294","4.304222",
"1200.000000","7.352401","34.352456","17.064846","34.013605","4.969685","80.000000","86.956522",
"1300.000000","6.119202","35.587189","25.568908","32.051282","39.215686","75.757576","80.000000",
"1400.000000","3.660054","37.037037","25.000000","30.385901","39.354585","71.942446","74.074074",
"1500.000000","6.019745","32.456994","24.090581","30.030030","39.215686","74.626866","71.428571",
"1600.000000","6.973014","35.587189","30.303030","28.248588","35.460993","66.666667","71.428571",
"1700.000000","5.823773","35.842294","30.395137","25.062657","34.602076","74.019245","70.871722",
"1800.000000","1.129331","34.129693","36.483035","20.161290","31.836995","58.823529","64.102564",
"1900.000000","8.223008","33.886818","30.864198","2.514205","27.472527","59.171598","61.349693",
"2000.000000","8.236554","34.843206","34.965035","37.313433","20.238818","66.225166","52.631579",
"2100.000000","7.609771","1.628002","32.776139","34.482759","3.390750","2.815870","2.265827",
"2200.000000","8.122817","38.299502","1.955646","33.557047","1.331611","84.745763","91.743119",
"2300.000000","6.459114","46.082949","63.694268","33.222591","42.735043","86.880973","96.153846",
"2400.000000","7.781496","42.735043","69.930070","33.898305","40.000000","70.921986","79.302141",
"2500.000000","6.332721","41.841004","59.844405","28.893383","39.200314","84.033613","85.470085",
"2600.000000","6.496881","38.446751","66.666667","29.498525","36.900369","72.463768","74.074074",
"2700.000000","6.509993","39.215686","61.349693","31.545741","36.363636","78.125000","70.422535",
"2800.000000","6.422195","36.101083","59.171598","27.472527","37.453184","63.291139","74.626866",
"2900.000000","6.451197","37.453184","57.142857","29.069767","38.008362","77.459334","76.923077",
"3000.000000","4.588840","40.144520","58.788948","27.019724","34.722222","70.422535","74.571216",
"3100.000000","4.849425","40.983607","54.945055","14.025245","36.101083","73.529412","73.529412",
