"[count]","uHashT [query/μs]","cHashT [query/μs]","iHashT_u8h [query/μs]","iHashT_u8f [query/μs]","iHashT_u16 [query/μs]","dHashT [query/μs]","fHashT [query/μs]",
"1.000000","2.173913","1.923077","2.439024","2.222222","3.225806","2.083333","1.298701",
"2.000000","1.204819","6.666667","16.666667","33.333333","25.000000","33.333333","33.333333",
"3.000000","9.090909","1.333333","20.000000","5.882353","14.285714","33.333333","1.298701",
"4.000000","9.090909","25.000000","33.333333","33.333333","14.285714","33.333333","25.000000",
"5.000000","4.166667","1.190476","14.285714","25.000000","20.000000","33.333333","1.428571",
"6.000000","10.000000","16.666667","16.666667","20.000000","16.666667","33.333333","33.333333",
"7.000000","11.111111","25.000000","20.000000","16.666667","16.666667","16.666667","20.000000",
"8.000000","10.000000","20.000000","25.000000","25.000000","12.500000","20.000000","33.333333",
"9.000000","14.285714","1.333333","16.666667","20.000000","16.666667","33.333333","2.127660",
"10.000000","7.692308","20.000000","25.000000","16.666667","14.285714","25.000000","33.333333",
"15.000000","5.494505","13.888889","17.241379","20.000000","17.857143","31.250000","25.000000",
"20.000000","19.230769","0.000000","2.732240","16.666667","19.230769","2.164502","5.208333",
"25.000000","4.761905","10.204082","0.000001","15.151515","17.241379","50.000000","41.666667",
"30.000000","10.638298","23.809524","3.355705","15.625000","16.129032","50.000000","35.714286",
"35.000000","17.241379","1.952362","26.315789","13.157895","14.705882","3.676471","4.347826",
"40.000000","17.857143","20.000000","3.378378","1.079914","1.089325","45.454545","38.461538",
"45.000000","17.857143","15.625000","26.315789","2.487562","2.369668","50.000000","71.428571",
"50.000000","3.424658","11.627907","25.000000","16.666667","18.518519","50.000000","50.000000",
"55.000000","12.165450","35.714286","3.125000","2.760906","2.672368","50.000000","62.500000",
"60.000000","17.857143","23.809524","33.333333","17.857143","16.129032","55.555556","62.500000",
"65.000000","12.820513","2.183406","26.315789","20.833333","21.739130","2.941176","3.048780",
"70.000000","11.111111","41.666667","33.333333","2.604167","2.793296","50.000000","45.454545",
"75.000000","16.129032","26.315789","29.411765","26.315789","16.129032","55.555556","83.333333",
"80.000000","13.888889","62.500000","38.461538","17.241379","16.129032","50.000000","83.333333",
"85.000000","13.513514","35.714286","27.777778","15.625000","17.857143","55.555556","62.500000",
"90.000000","14.705882","35.714286","2.283105","20.833333","18.518519","50.000000","45.454545",
"95.000000","13.888889","29.411765","50.000000","15.151515","17.241379","50.000000","83.333333",
"100.000000","2.000000","45.454545","45.454545","14.285714","19.230769","38.167939","71.428571",
"125.000000","13.661202","31.645570","60.975610","7.352941","7.987220","71.428571","65.789474",
"150.000000","14.970060","5.867167","39.682540","21.008403","20.145044","8.802817","8.116883",
"175.000000","20.161290","35.714286","5.812602","4.862867","5.980861","69.444444","67.567568",
"200.000000","4.950495","39.062500","60.975610","28.735632","34.246575","65.789474","71.428571",
"225.000000","18.382353","36.231884","51.020408","30.487805","34.246575","73.529412","73.529412",
"250.000000","15.625000","25.000000","49.019608","32.051282","26.315789","55.555556","56.818182",
"275.000000","18.656716","3.565825","48.076923","3.419505","14.619883","4.725005","4.070998",
"300.000000","18.518519","49.019608","3.510743","38.461538","13.653741","100.000000","73.529412",
"325.000000","18.382353","40.983607","64.102564","33.783784","4.012841","78.125000","83.333333",
"350.000000","15.060241","41.666667","55.555556","34.246575","39.682540","73.529412","60.975610",
"375.000000","18.796992","40.322581","65.789474","33.333333","43.859649","59.523810","100.000000",
"400.000000","16.233766","41.666667","54.347826","30.864198","32.894737","73.529412","44.642857",
"425.000000","2.869935","53.191489","51.020408","29.761905","32.051282","71.428571","47.169811",
"450.000000","19.083969","24.038462","42.372881","25.746653","29.726516","55.555556","64.102564",
"475.000000","20.325203","31.250000","49.019608","17.857143","27.777778","65.789474","59.523810",
"500.000000","21.367521","33.333333","52.083333","2.548420","22.935780","59.523810","69.444444",
"525.000000","15.151515","1.785459","43.859649","46.210721","16.556291","2.725984","2.181311",
"550.000000","22.321429","40.322581","42.372881","41.666667","6.944444","75.757576","92.592593",
"575.000000","18.518519","39.682540","1.854462","43.103448","7.161272","73.529412","96.153846",
"600.000000","18.925057","37.878788","62.500000","36.231884","2.413127","73.529412","71.428571",
"625.000000","19.083969","55.555556","56.818182","43.103448","46.210721","69.444444","80.645161",
"650.000000","17.241379","40.983607","73.313783","40.322581","36.764706","71.428571","71.428571",
"675.000000","18.382353","36.764706","53.191489","34.722222","34.722222","69.444444","80.645161",
"700.000000","18.796992","40.322581","55.555556","34.246575","47.169811","80.645161","69.444444",
"725.000000","17.730496","38.461538","49.019608","39.062500","40.322581","53.191489","73.529412",
"750.000000","17.730496","44.642857","52.083333","28.735632","40.322581","67.567568","75.757576",
"775.000000","17.985612","40.322581","55.555556","31.250000","36.764706","65.789474","60.975610",
"800.000000","18.102824","36.764706","46.296296","27.173913","35.211268","78.125000","60.975610",
"825.000000","1.700565","43.103448","47.169811","28.376844","29.411765","67.385445","54.347826",
"850.000000","16.891892","38.461538","46.296296","28.089888","33.333333","75.757576","53.191489",
"875.000000","18.939394","43.029260","55.555556","25.510204","28.409091","56.818182","50.000000",
"900.000000","17.006803","27.777778","43.859649","23.809524","27.777778","83.333333","52.083333",
"925.000000","18.248175","34.722222","56.818182","21.008403","22.914757","64.102564","83.333333",
