"[count]","uHashT [query/μs]","cHashT [query/μs]","iHashT_u8h [query/μs]","iHashT_u8f [query/μs]","iHashT_u16 [query/μs]","dHashT [query/μs]","fHashT [query/μs]",
"1.000000","1.470588","2.564103","2.127660","2.631579","1.923077","2.941176","1.298701",
"2.000000","1.351351","3.846154","16.666667","33.333333","16.666667","33.333333","33.333333",
"3.000000","16.666667","1.587302","20.000000","16.666667","25.000000","33.333333","1.754386",
"4.000000","11.111111","4.166667","20.000000","25.000000","33.333333","33.333333","33.333333",
"5.000000","3.703704","0.960615","16.666667","25.000000","14.285714","33.333333","1.204819",
"6.000000","11.111111","12.500000","11.111111","14.285714","16.666667","33.333333","20.000000",
"7.000000","12.500000","14.285714","16.666667","20.000000","14.285714","33.333333","20.000000",
"8.000000","10.000000","25.000000","16.666667","25.000000","16.666667","33.333333","20.000000",
"9.000000","11.111111","1.639344","20.000000","14.285714","16.666667","20.000000","2.040816",
"10.000000","14.285714","33.333333","20.000000","14.285714","20.000000","25.000000","25.000000",
"15.000000","6.024096","31.250000","15.625000","18.518519","20.833333","50.000000","38.461538",
"20.000000","19.230769","0.000000","2.032520","19.230769","16.666667","2.564103","3.875969",
"25.000000","4.761905","29.411765","0.000001","17.241379","16.666667","50.000000","62.500000",
"30.000000","13.888889","14.705882","3.401361","14.705882","15.151515","41.666667","83.333333",
"35.000000","20.000000","2.702703","26.315789","15.151515","13.888889","4.306632","4.273504",
"40.000000","16.666667","41.666667","3.378378","1.037129","0.946790","71.428571","55.555556",
"45.000000","15.151515","50.000000","26.315789","2.242152","2.500000","41.666667","50.000000",
"50.000000","3.759398","29.411765","22.727273","14.705882","17.857143","55.555556","62.500000",
"55.000000","13.157895","41.666667","2.888504","2.403846","2.762431","41.666667","41.666667",
"60.000000","18.518519","38.461538","31.250000","14.705882","16.129032","41.666667","16.129032",
"65.000000","20.833333","2.313744","29.411765","15.151515","17.241379","3.067485","2.958580",
"70.000000","16.666667","45.454545","31.250000","2.604167","2.538071","50.000000","45.454545",
"75.000000","20.833333","23.809524","31.250000","20.833333","20.833333","71.428571","55.555556",
"80.000000","20.000000","50.000000","25.000000","15.151515","17.241379","71.428571","55.555556",
"85.000000","18.518519","29.411765","38.461538","12.195122","20.000000","71.428571","83.333333",
"90.000000","18.518519","41.666667","1.953125","25.000000","20.000000","50.000000","83.333333",
"95.000000","22.727273","50.000000","33.333333","15.151515","22.727273","55.555556","41.666667",
"100.000000","2.145002","33.333333","29.411765","18.518519","17.182131","55.555556","83.333333",
"125.000000","17.482517","25.773196","48.076923","8.090615","7.225434","86.206897","80.645161",
"150.000000","17.123288","5.868545","40.322581","19.841270","21.186441","8.561644","7.763975",
"175.000000","18.518519","34.722222","6.201935","4.779201","6.313131","71.428571","73.529412",
"200.000000","5.759042","36.231884","64.102564","32.894737","32.010243","80.645161","58.004640",
"225.000000","20.661157","25.773196","59.523810","31.645570","27.472527","86.206897","55.555556",
"250.000000","19.841270","31.645570","51.020408","25.510204","24.271845","59.523810","45.454545",
"275.000000","20.661157","3.368818","41.666667","15.337423","14.367816","5.319149","4.230118",
"300.000000","23.809524","45.454545","3.377922","3.324468","13.586957","100.000000","96.153846",
"325.000000","19.531250","40.983607","59.523810","38.461538","4.077638","71.428571","78.125000",
"350.000000","20.491803","47.169811","54.347826","40.322581","35.211268","73.529412","80.645161",
"375.000000","19.669552","41.666667","52.083333","37.878788","34.722222","96.153846","89.285714",
"400.000000","20.325203","40.322581","50.000000","33.783784","38.461538","73.313783","59.523810",
"425.000000","3.405995","36.764706","49.019608","30.120482","28.409091","78.125000","65.789474",
"450.000000","19.215988","34.246575","42.372881","35.211268","26.595745","71.428571","53.191489",
"475.000000","22.522523","30.120482","58.139535","26.881720","25.510204","60.975610","49.019608",
"500.000000","20.833333","33.783784","51.020408","21.367521","17.229497","71.428571","73.529412",
"525.000000","17.361111","1.715619","42.372881","2.569109","16.129032","2.682116","2.143898",
"550.000000","18.796992","40.983607","41.597338","36.764706","7.246377","96.153846","86.206897",
"575.000000","24.271845","51.020408","1.959094","43.859649","1.957560","86.206897","73.529412",
"600.000000","22.727273","44.642857","46.296296","48.076923","37.878788","86.206897","92.592593",
"625.000000","24.015370","39.062500","49.019608","46.296296","37.821483","80.645161","78.125000",
"650.000000","21.008403","37.878788","58.139535","41.666667","38.461538","62.500000","80.645161",
"675.000000","20.491803","46.296296","75.757576","36.231884","37.878788","83.333333","138.888889",
"700.000000","19.685039","36.231884","71.428571","40.257649","38.461538","80.645161","69.444444",
"725.000000","19.379845","36.764706","52.083333","39.682540","36.231884","71.428571","60.975610",
"750.000000","21.186441","36.764706","73.529412","35.211268","32.894737","71.428571","92.592593",
"775.000000","19.685039","34.674064","64.102564","34.722222","34.246575","64.102564","73.529412",
"800.000000","22.502250","33.783784","45.454545","31.250000","33.333333","60.975610","60.827251",
"825.000000","1.908251","36.231884","40.322581","32.467532","33.333333","60.975610","86.206897",
"850.000000","23.148148","32.894737","39.001560","30.864198","33.333333","86.206897","69.444444",
"875.000000","19.379845","28.735632","52.083333","32.467532","30.120482","64.102564","56.818182",
"900.000000","19.083969","32.894737","60.975610","32.894737","26.014568","80.645161","54.347826",
"925.000000","23.148148","34.246575","44.642857","23.584906","29.411765","56.689342","52.083333",
"950.000000","21.929825","31.645570","47.169811","1.445755","21.186441","47.169811","60.975610",
"975.000000","21.720243","30.487805","37.878788","43.103448","22.935780","60.975610","43.103448",
"1000.000000","21.551724","32.051282","42.372881","43.859649","15.060241","62.500000","45.454545",
"1100.000000","20.491803","3.535818","3.816357","47.846890","5.629997","5.460900","4.240522",
"1200.000000","20.656889","32.573290","64.102564","44.444444","4.430268","78.740157","105.152471",
"1300.000000","20.703934","32.786885","64.102564","41.841004","38.759690","70.422535","86.956522",
"1400.000000","20.699648","34.470872","62.893082","36.231884","38.446751","81.967213","79.365079",
"1500.000000","18.939394","36.363636","54.644809","36.218761","39.062500","75.757576","99.009901",
"1600.000000","18.935808","34.602076","56.497175","32.894737","34.013605","70.372977","68.027211",
"1700.000000","18.450185","35.574529","48.309179","31.746032","32.041012","65.789474","67.567568",
"1800.000000","3.423251","31.746032","47.169811","27.616680","24.813896","62.893082","61.690315",
"1900.000000","22.366361","34.965035","48.543689","23.310023","16.337200","54.347826","54.644809",
"2000.000000","22.935780","35.448423","43.840421","2.697308","15.432099","64.516129","51.813472",
"2100.000000","19.996001","1.643791","44.444444","42.918455","5.545697","2.788311","2.215134",
"2200.000000","21.691974","40.306328","2.012275","45.045045","1.641335","71.428571","106.382979",
