"[count]","uHashT [query/μs]","cHashT [query/μs]","iHashT_u8h [query/μs]","iHashT_u8f [query/μs]","iHashT_u16 [query/μs]","dHashT [query/μs]","fHashT [query/μs]",
"1.000000","2.500000","2.040816","1.538462","2.272727","1.886792","2.272727","2.083333",
"2.000000","1.333333","25.000000","25.000000","20.000000","16.666667","33.333333","33.333333",
"3.000000","16.666667","0.740741","16.666667","5.555556","33.333333","33.333333","2.272727",
"4.000000","11.111111","6.250000","16.666667","20.000000","20.000000","50.000000","25.000000",
"5.000000","4.545455","1.388889","25.000000","25.000000","16.666667","33.333333","1.694915",
"6.000000","11.111111","14.285714","33.333333","25.000000","20.000000","33.333333","25.000000",
"7.000000","12.500000","16.666667","25.000000","16.666667","14.285714","16.666667","25.000000",
"8.000000","12.500000","20.000000","16.666667","20.000000","25.000000","33.333333","33.333333",
"9.000000","12.500000","1.515152","16.666667","14.285714","25.000000","50.000000","2.127660",
"10.000000","11.111111","20.000000","16.666667","16.666667","11.111111","33.333333","33.333333",
"15.000000","6.242197","21.739130","14.705882","14.285714","19.230769","38.461538","33.333333",
"20.000000","17.241379","0.000000","1.748252","20.000000","18.518519","2.762431","4.716981",
"25.000000","5.681818","10.869565","0.000001","12.820513","17.857143","41.666667","41.666667",
"30.000000","14.705882","26.315789","3.225806","14.705882","13.513514","55.555556","50.000000",
"35.000000","17.241379","2.164502","20.000000","17.241379","14.705882","4.061738","2.732240",
"40.000000","19.230769","10.869565","3.521127","1.052410","1.035197","45.454545","31.250000",
"45.000000","20.833333","16.666667","33.333333","2.314815","2.145923","55.555556","55.555556",
"50.000000","4.000000","18.518519","27.777778","17.241379","17.241379","62.500000","23.809524",
"55.000000","13.513514","19.157088","3.084516","2.577320","2.602811","41.666667","38.461538",
"60.000000","20.833333","27.777778","71.428571","23.809524","18.518519","45.454545","45.454545",
"65.000000","20.000000","2.403846","38.461538","18.518519","17.857143","2.415459","2.808989",
