"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.666667","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.711111","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.744186","0.509804","1.000000","0.980392","0.500000","0.500000",
"408.000000","0.994975","0.735632","0.505882","1.000000","0.976471","0.500000","0.500000",
"822.000000","0.997555","0.755162","0.501639","0.967213","0.937705","0.500000","0.500000",
"1740.000000","0.998785","0.738817","0.500870","0.878261","0.982609","0.500000","0.500000",
"3738.000000","0.999426","0.727790","0.500448","0.873543","0.980269","0.500000","0.500000",
"7516.000000","0.999733","0.733262","0.500455","0.877960","0.998179","0.500000","0.500000",
"15172.000000","0.999867","0.730125","0.500230","0.883678","0.998391","0.500000","0.500000",
"30726.000000","0.999934","0.732082","0.500118","0.877102","0.999290","0.500000","0.500000",
"62232.000000","0.999967","0.732803","0.500060","0.867111","0.998978","0.500000","0.500000",
"126270.000000","0.999984","0.731167","0.500030","0.886772","0.999243","0.500000","0.500000",
"256278.000000","0.999992","0.730939","0.500015","0.877094","0.998161","0.500000","0.500000",
"520240.000000","0.999996","0.731151","0.500008","0.832120","0.998241","0.500000","0.500000",
"1056322.000000","0.999998","0.730660","0.500004","0.835826","0.993754","0.500000","0.500000",
"2144976.000000","0.999999","0.730511","0.500002","0.792623","0.995087","0.500000","0.500000",
"4355706.000000","1.000000","0.730709","0.500001","0.788900","0.993374","0.500000","0.500000",
"8844858.000000","1.000000","0.730999","0.500000","0.811427","0.991107","0.500000","0.500000",
"17961078.000000","1.000000","0.731027","0.500000","0.769559","0.987722","0.500000","0.500000",
"36473442.000000","1.000000","0.731060","0.500000","0.746996","0.989269","0.500000","0.500000",
"74066548.000000","1.000000","0.731130","0.500000","0.785047","0.989359","0.500000","0.500000",
"150406842.000000","1.000000","0.731134","0.500000","0.769872","0.986178","0.000000","0.500000",
"305431228.000000","1.000000","0.731069","0.500000","0.760732","0.988189","0.000000","0.500000",
"0.000000","0.000000","0.731071","0.500000","0.754592","0.985302","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
