"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.800000","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.761905","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.771084","0.509804","0.960784","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.761905","0.505882","0.970588","0.988235","0.500000","0.500000",
"822.000000","0.997555","0.731429","0.501639","0.970492","0.980328","0.500000","0.500000",
"1740.000000","0.998785","0.729345","0.500870","0.867826","0.982609","0.500000","0.500000",
"3738.000000","0.999426","0.729345","0.500448","0.878027","0.996413","0.500000","0.500000",
"7516.000000","0.999733","0.731951","0.500455","0.846084","0.999089","0.500000","0.500000",
"15172.000000","0.999867","0.728178","0.500230","0.830115","0.999310","0.500000","0.500000",
"30726.000000","0.999934","0.730450","0.500118","0.870826","0.999526","0.500000","0.500000",
"62232.000000","0.999967","0.732279","0.500060","0.880815","0.999760","0.500000","0.500000",
"126270.000000","0.999984","0.731429","0.500030","0.846193","0.997487","0.500000","0.500000",
"256278.000000","0.999992","0.731274","0.500015","0.838760","0.999468","0.500000","0.500000",
"520240.000000","0.999996","0.731167","0.500008","0.818627","0.996147","0.500000","0.500000",
"1056322.000000","0.999998","0.731190","0.500004","0.840788","0.997005","0.500000","0.500000",
"2144976.000000","0.999999","0.731395","0.500002","0.790253","0.994548","0.500000","0.500000",
"4355706.000000","1.000000","0.731101","0.500001","0.820491","0.990071","0.500000","0.500000",
"8844858.000000","1.000000","0.731220","0.500000","0.787788","0.992786","0.500000","0.500000",
"17961078.000000","1.000000","0.731105","0.500000","0.772484","0.991946","0.500000","0.500000",
"36473442.000000","1.000000","0.731025","0.500000","0.746853","0.986115","0.500000","0.500000",
"74066548.000000","1.000000","0.730962","0.500000","0.759431","0.989753","0.500000","0.500000",
"150406842.000000","1.000000","0.731017","0.500000","0.777615","0.985593","0.000000","0.500000",
"305431228.000000","1.000000","0.731067","0.500000","0.760218","0.986180","0.000000","0.500000",
"0.000000","0.000000","0.731044","0.500000","0.757072","0.984648","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
