"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","1.000000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.695652","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.727273","0.514706","1.000000","0.985294","0.500000","0.500000",
"198.000000","0.989691","0.719101","0.509804","1.000000","0.980392","0.500000","0.500000",
"408.000000","0.994975","0.744186","0.505882","1.000000","0.994118","0.500000","0.500000",
"822.000000","0.997555","0.735632","0.501639","0.980328","0.977049","0.500000","0.500000",
"1740.000000","0.998785","0.735632","0.500870","0.878261","1.000000","0.500000","0.500000",
"3738.000000","0.999426","0.737221","0.500448","0.864574","1.000000","0.500000","0.500000",
"7516.000000","0.999733","0.732737","0.500455","0.879326","0.999545","0.500000","0.500000",
"15172.000000","0.999867","0.736691","0.500230","0.876782","0.998851","0.500000","0.500000",
"30726.000000","0.999934","0.730711","0.500118","0.885153","0.998342","0.500000","0.500000",
"62232.000000","0.999967","0.730711","0.500060","0.846075","0.998618","0.500000","0.500000",
"126270.000000","0.999984","0.731527","0.500030","0.850282","0.998698","0.500000","0.500000",
"256278.000000","0.999992","0.731919","0.500015","0.839626","0.998769","0.500000","0.500000",
"520240.000000","0.999996","0.731290","0.500008","0.844654","0.998172","0.500000","0.500000",
"1056322.000000","0.999998","0.730558","0.500004","0.845052","0.995976","0.500000","0.500000",
"2144976.000000","0.999999","0.731117","0.500002","0.820752","0.994582","0.500000","0.500000",
"4355706.000000","1.000000","0.731105","0.500001","0.793905","0.994418","0.500000","0.500000",
"8844858.000000","1.000000","0.730952","0.500000","0.781941","0.991430","0.500000","0.500000",
"17961078.000000","1.000000","0.731032","0.500000","0.797089","0.990109","0.500000","0.500000",
"36473442.000000","1.000000","0.731110","0.500000","0.773837","0.991143","0.500000","0.500000",
"74066548.000000","1.000000","0.731044","0.500000","0.746329","0.988844","0.500000","0.500000",
"150406842.000000","1.000000","0.731067","0.500000","0.751313","0.988962","0.000000","0.500000",
"305431228.000000","1.000000","0.731068","0.500000","0.735325","0.986785","0.000000","0.500000",
"0.000000","0.000000","0.731075","0.500000","0.717951","0.986598","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.741542",
