"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.666667","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.761905","0.514706","0.985294","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.752941","0.509804","0.990196","0.990196","0.500000","0.500000",
"408.000000","0.994975","0.735632","0.505882","0.994118","0.988235","0.500000","0.500000",
"822.000000","0.997555","0.739884","0.501639","0.970492","0.990164","0.500000","0.500000",
"1740.000000","0.998785","0.720113","0.500870","0.866087","1.000000","0.500000","0.500000",
"3738.000000","0.999426","0.725212","0.500448","0.896861","0.999103","0.500000","0.500000",
"7516.000000","0.999733","0.730125","0.500455","0.875228","0.998634","0.500000","0.500000",
"15172.000000","0.999867","0.735632","0.500230","0.844138","0.997701","0.500000","0.500000",
"30726.000000","0.999934","0.732475","0.500118","0.881601","0.999053","0.500000","0.500000",
"62232.000000","0.999967","0.732050","0.500060","0.851364","0.996274","0.500000","0.500000",
"126270.000000","0.999984","0.731755","0.500030","0.831476","0.998486","0.500000","0.500000",
"256278.000000","0.999992","0.730670","0.500015","0.825551","0.997933","0.500000","0.500000",
"520240.000000","0.999996","0.731004","0.500008","0.842910","0.993611","0.500000","0.500000",
"1056322.000000","0.999998","0.730766","0.500004","0.829671","0.991860","0.500000","0.500000",
"2144976.000000","0.999999","0.731096","0.500002","0.838310","0.993467","0.500000","0.500000",
"4355706.000000","1.000000","0.731245","0.500001","0.819214","0.992337","0.500000","0.500000",
"8844858.000000","1.000000","0.731184","0.500000","0.780770","0.988371","0.500000","0.500000",
"17961078.000000","1.000000","0.731100","0.500000","0.789687","0.988833","0.500000","0.500000",
"36473442.000000","1.000000","0.731030","0.500000","0.790853","0.987816","0.500000","0.500000",
"74066548.000000","1.000000","0.731014","0.500000","0.751041","0.986495","0.500000","0.500000",
"150406842.000000","1.000000","0.731011","0.500000","0.753641","0.989152","0.000000","0.500000",
"305431228.000000","1.000000","0.731067","0.500000","0.763645","0.988238","0.000000","0.500000",
"0.000000","0.000000","0.731072","0.500000","0.719530","0.984293","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
