"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.666667","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.711111","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.680851","0.509804","1.000000","0.990196","0.500000","0.500000",
"408.000000","0.994975","0.715084","0.505882","1.000000","0.994118","0.500000","0.500000",
"822.000000","0.997555","0.737752","0.501639","0.970492","0.986885","0.500000","0.500000",
"1740.000000","0.998785","0.727273","0.500870","0.909565","0.989565","0.500000","0.500000",
"3738.000000","0.999426","0.723675","0.500448","0.891480","0.988341","0.500000","0.500000",
"7516.000000","0.999733","0.732737","0.500455","0.884791","0.992714","0.500000","0.500000",
"15172.000000","0.999867","0.731690","0.500230","0.862989","0.997241","0.500000","0.500000",
"30726.000000","0.999934","0.734248","0.500118","0.853659","0.999290","0.500000","0.500000",
"62232.000000","0.999967","0.732409","0.500060","0.839824","0.999760","0.500000","0.500000",
"126270.000000","0.999984","0.731592","0.500030","0.871540","0.999939","0.500000","0.500000",
"256278.000000","0.999992","0.730100","0.500015","0.828439","0.999970","0.500000","0.500000",
"520240.000000","0.999996","0.731172","0.500008","0.839986","0.995873","0.500000","0.500000",
"1056322.000000","0.999998","0.730723","0.500004","0.820818","0.992126","0.500000","0.500000",
"2144976.000000","0.999999","0.730980","0.500002","0.831832","0.992186","0.500000","0.500000",
"4355706.000000","1.000000","0.731249","0.500001","0.816405","0.990942","0.500000","0.500000",
"8844858.000000","1.000000","0.731005","0.500000","0.770356","0.992082","0.500000","0.500000",
"17961078.000000","1.000000","0.731132","0.500000","0.750199","0.990912","0.500000","0.500000",
"36473442.000000","1.000000","0.731104","0.500000","0.777638","0.987178","0.500000","0.500000",
"74066548.000000","1.000000","0.731072","0.500000","0.770046","0.987900","0.500000","0.500000",
"150406842.000000","1.000000","0.731053","0.500000","0.741754","0.989193","0.000000","0.500000",
"305431228.000000","1.000000","0.731106","0.500000","0.739716","0.985017","0.000000","0.500000",
"0.000000","0.000000","0.731072","0.500000","0.731535","0.987893","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.740014",
