"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.761905","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.761905","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.744186","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.731429","0.505882","0.994118","1.000000","0.500000","0.500000",
"822.000000","0.997555","0.735632","0.501639","0.970492","0.993443","0.500000","0.500000",
"1740.000000","0.998785","0.742029","0.500870","0.902609","0.996522","0.500000","0.500000",
"3738.000000","0.999426","0.728307","0.500448","0.869955","0.998206","0.500000","0.500000",
"7516.000000","0.999733","0.735897","0.500455","0.858379","0.999089","0.500000","0.500000",
"15172.000000","0.999867","0.727919","0.500230","0.856322","0.998851","0.500000","0.500000",
"30726.000000","0.999934","0.731298","0.500118","0.901610","0.998224","0.500000","0.500000",
"62232.000000","0.999967","0.731853","0.500060","0.878591","0.999459","0.500000","0.500000",
"126270.000000","0.999984","0.731592","0.500030","0.880322","0.999849","0.500000","0.500000",
"256278.000000","0.999992","0.731322","0.500015","0.815200","0.999909","0.500000","0.500000",
"520240.000000","0.999996","0.730764","0.500008","0.853548","0.997997","0.500000","0.500000",
"1056322.000000","0.999998","0.730489","0.500004","0.858497","0.994322","0.500000","0.500000",
"2144976.000000","0.999999","0.731315","0.500002","0.816423","0.990651","0.500000","0.500000",
"4355706.000000","1.000000","0.731373","0.500001","0.826634","0.992851","0.500000","0.500000",
"8844858.000000","1.000000","0.731152","0.500000","0.805191","0.990830","0.500000","0.500000",
"17961078.000000","1.000000","0.731038","0.500000","0.739430","0.992063","0.500000","0.500000",
"36473442.000000","1.000000","0.731056","0.500000","0.772170","0.990763","0.500000","0.500000",
"74066548.000000","1.000000","0.731071","0.500000","0.784742","0.986703","0.500000","0.500000",
"150406842.000000","1.000000","0.731071","0.500000","0.760382","0.989057","0.000000","0.500000",
"305431228.000000","1.000000","0.731073","0.500000","0.741280","0.987328","0.000000","0.500000",
"0.000000","0.000000","0.731072","0.500000","0.750239","0.987488","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.737297",
