"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.637568","0.351159","0.181617","0.215587","0.384840","0.167412","0.158478",
"4000000.000000","1.470489","0.793889","0.381271","0.464542","0.847326","0.362547","0.334498",
"6000000.000000","2.490436","1.451905","0.638095","0.660307","1.292201","0.611936","0.573736",
"8000000.000000","3.213746","1.714264","0.791107","0.982021","1.727191","0.772313","0.702367",
"10000000.000000","4.671543","2.941995","1.181293","1.166682","2.453994","1.153838","1.063994",
"12000000.000000","5.330200","3.150335","1.329886","1.418289","2.697913","1.306271","1.192628",
"14000000.000000","6.037954","3.405800","1.493146","1.937485","3.056721","1.468191","1.331079",
"16000000.000000","6.798015","3.705977","1.672438","2.115442","3.669075","1.643408","1.483454",
"18000000.000000","9.205298","6.102436","2.368762","2.314692","4.954156","2.160712","2.125521",
"20000000.000000","9.848165","6.309776","2.529982","2.537906","5.167217","2.322755","2.270518",
"22000000.000000","10.522056","6.540881","2.695867","2.796663","5.416661","2.490797","2.416601",
"24000000.000000","11.226189","6.799122","2.868608","3.105925","5.717663","2.666458","2.562380",
"26000000.000000","11.961981","7.083666","3.045811","3.988309","6.082020","2.850292","2.715062",
"28000000.000000","12.727743","7.393017","3.229830","4.172290","6.513108","3.043026","2.871496",
"30000000.000000","13.508336","7.730439","3.419981","4.363407","7.033767","3.243831","3.032176",
"32000000.000000","14.342658","8.092533","3.618917","4.562058","7.809228","3.453516","3.201808",
"34000000.000000","15.194348","13.203357","5.216199","4.770178","10.052899","4.581030","4.729183",
"36000000.000000","16.080920","13.421274","5.388862","4.989421","10.263437","4.767220","4.887849",
"38000000.000000","20.497506","13.654046","5.563971","5.221887","10.486622","4.956998","5.048242",
"40000000.000000","21.226197","13.902895","5.741128","5.469940","10.725368","5.149602","5.210138",
"42000000.000000","21.972771","14.166798","5.919553","5.735603","10.983440","5.345068","5.374171",
"44000000.000000","22.739744","14.445022","6.101096","6.024128","11.263015","5.544081","5.537882",
"46000000.000000","23.526351","14.738804","6.284656","6.328943","11.571319","5.747135","5.703550",
"48000000.000000","24.333898","15.049015","6.471256","6.652023","11.911089","5.954734","5.871308",
"50000000.000000","25.158421","15.374413","6.660081","8.397794","12.282989","6.165084","6.040778",
"52000000.000000","26.003518","15.721119","6.851889","8.591228","12.690216","6.379225","6.212479",
"54000000.000000","26.868386","16.083963","7.046300","8.785462","13.131333","6.597398","6.387492",
"56000000.000000","27.751204","16.461538","7.243511","8.983178","13.606463","6.819665","6.564284",
"58000000.000000","28.654981","16.859578","7.444572","9.184742","14.108411","7.046585","6.743683",
"60000000.000000","29.577135","17.274693","7.649385","9.389808","14.660063","7.276737","6.926623",
"62000000.000000","30.518294","17.706568","7.858493","9.599364","15.327688","7.510553","7.113271",
"64000000.000000","31.478394","18.153252","8.071753","9.811707","16.244295","7.748051","7.304460",
"66000000.000000","32.434226","18.614145","8.288921","10.029121","18.569384","7.989591","7.498929",
"68000000.000000","33.428174","26.790474","11.479042","10.252243","21.380226","10.188077","10.680414",
"70000000.000000","34.444733","27.066019","11.660187","10.480279","21.590547","10.401610","10.847353",
"72000000.000000","35.479428","27.314285","11.837427","10.714070","21.806223","10.617195","11.014715",
"74000000.000000","36.507914","27.572524","12.016959","10.954401","22.027031","10.834013","11.182879",
"76000000.000000","46.222169","27.839558","12.194867","11.202808","22.253972","11.051693","11.351418",
"78000000.000000","47.057361","28.114612","12.374626","11.459260","22.486520","11.270222","11.520454",
"80000000.000000","47.901912","28.396601","12.553021","11.722990","22.727948","11.490394","11.689993",
"82000000.000000","48.757430","28.686803","12.741586","11.997961","22.976760","11.711303","11.860799",
