"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.655797","0.354427","0.181137","0.214847","0.353018","0.170703","0.159579",
"4000000.000000","1.495722","0.796773","0.378031","0.459121","0.800830","0.370881","0.336097",
"6000000.000000","2.515716","1.442374","0.636521","0.655230","1.273780","0.625546","0.573409",
"8000000.000000","3.238185","1.697910","0.787795","0.966512","1.691789","0.791167","0.701832",
"10000000.000000","4.702046","2.920805","1.180671","1.150428","2.515023","1.177349","1.065738",
"12000000.000000","5.360275","3.129803","1.329851","1.400075","2.754402","1.332750","1.196113",
"14000000.000000","6.066494","3.382015","1.490886","1.873064","3.104481","1.499265","1.334753",
"16000000.000000","6.825545","3.674177","1.666403","2.048763","3.692223","1.678640","1.486069",
"18000000.000000","9.222643","6.116884","2.362538","2.244369","4.995503","2.187472","2.130346",
"20000000.000000","9.863910","6.315293","2.523515","2.465025","5.208695","2.344675","2.272119",
"22000000.000000","10.538046","6.537257","2.689395","2.712943","5.458094","2.506858","2.418918",
"24000000.000000","11.240224","6.785977","2.861092","3.003981","5.758403","2.678967","2.570218",
"26000000.000000","11.958135","7.062193","3.040756","3.859586","6.121693","2.861653","2.726878",
"28000000.000000","12.720686","7.360271","3.226927","4.043164","6.551799","3.052780","2.887683",
"30000000.000000","13.521908","7.681812","3.420598","4.233606","7.071510","3.253476","3.056166",
"32000000.000000","14.354101","8.027239","3.623241","4.432146","7.849809","3.463200","3.231715",
"34000000.000000","15.218395","12.682239","5.206883","4.640085","10.444371","4.585265","4.765198",
"36000000.000000","16.115214","12.899111","5.379073","4.859549","10.652845","4.772772","4.923930",
"38000000.000000","20.543040","13.131511","5.554061","5.092255","10.875234","4.962513","5.083135",
"40000000.000000","21.272171","13.378912","5.731838","5.339773","11.114300","5.156003","5.243069",
"42000000.000000","22.018918","13.640470","5.912822","5.606136","11.372283","5.352172","5.404713",
"44000000.000000","22.787189","13.919476","6.096306","5.894770","11.652072","5.551792","5.568519",
"46000000.000000","23.562466","14.214905","6.281406","6.210175","11.958537","5.748393","5.735382",
"48000000.000000","24.352615","14.523060","6.469169","6.556057","12.295475","5.947853","5.903075",
"50000000.000000","25.174198","14.846698","6.660010","6.932746","12.665559","6.151668","6.069651",
"52000000.000000","25.994950","15.188103","6.852748","8.640966","13.069314","6.359750","6.236553",
"54000000.000000","26.857722","15.547978","7.047822","8.835163","13.508574","6.573387","6.404347",
"56000000.000000","27.740388","15.924737","7.245121","9.032770","13.983331","6.795649","6.575644",
"58000000.000000","28.642870","16.319589","7.446298","9.233587","14.498049","7.021700","6.749194",
"60000000.000000","29.564994","16.730538","7.650202","9.438374","15.060430","7.251365","6.927897",
"62000000.000000","30.504782","17.151481","7.858073","9.646553","15.721718","7.484614","7.114741",
"64000000.000000","31.466969","17.583738","8.063499","9.858655","16.636071","7.721786","7.304826",
"66000000.000000","32.433003","18.030939","8.274408","10.074995","18.923222","7.962083","7.500392",
"68000000.000000","33.415441","29.263754","11.453765","10.296298","21.411898","10.157178","10.687551",
"70000000.000000","34.419373","29.500029","11.634607","10.524300","21.622495","10.371009","10.853497",
"72000000.000000","35.437997","29.743174","11.815748","10.757915","21.839945","10.585740","11.021450",
"74000000.000000","36.476090","29.994672","11.994320","10.998470","22.068787","10.800866","11.188977",
"76000000.000000","46.226396","30.254520","12.171264","11.244865","22.303928","11.017919","11.357321",
"78000000.000000","47.056556","30.523093","12.349506","11.498968","22.549338","11.238322","11.526714",
"80000000.000000","47.898747","30.799305","12.530262","11.761726","22.805561","11.456084","11.696869",
"82000000.000000","48.750159","31.083869","12.710760","12.034101","23.069589","11.671566","11.867630",
"84000000.000000","49.611760","31.376974","12.894509","12.318275","23.345758","11.889080","12.039513",
"86000000.000000","50.484966","31.680535","13.082539","12.613118","23.632675","12.109791","12.211270",
"88000000.000000","51.355952","31.992095","13.272007","12.921613","23.932531","12.334707","12.383539",
"90000000.000000","52.231267","32.310890","13.462463","13.243337","24.245895","12.561238","12.557194",
"92000000.000000","53.126464","32.638419","13.653855","13.580447","24.574916","12.789404","12.731875",
"94000000.000000","54.015069","32.976311","13.847512","13.933369","24.919332","13.018260","12.907932",
"96000000.000000","54.936309","33.323921","14.041463","14.303285","25.280989","13.248692","13.085959",
"98000000.000000","55.866071","33.677860","14.236544","17.735828","25.658829","13.481344","13.263581",
"100000000.000000","56.806114","34.042791","14.432800","17.932448","26.032935","13.716475","13.441625",
"102000000.000000","57.754622","34.419489","14.630297","18.131610","26.420530","13.951609","13.620493",
"104000000.000000","58.713500","34.804343","14.830136","18.332096","26.834017","14.187606","13.801477",
"106000000.000000","59.682538","35.198868","15.030936","18.533017","27.281016","14.426748","13.982451",
"108000000.000000","60.661630","35.602655","15.232438","18.735701","27.743946","14.665983","14.165212",
"110000000.000000","61.651137","36.016543","15.435524","18.938834","28.224357","14.906703","14.348970",
"112000000.000000","62.649635","36.439065","15.640347","19.144987","28.722865","15.148929","14.533546",
"114000000.000000","63.657807","36.870510","15.848532","19.345621","29.240333","15.393864","14.720188",
"116000000.000000","64.674506","37.310428","16.057992","19.547791","29.780109","15.638909","14.907940",
"118000000.000000","65.701195","37.760043","16.268938","19.752462","30.346296","15.885206","15.097132",
"120000000.000000","66.736889","38.218021","16.481581","19.959243","30.946893","16.133146","15.287668",
"122000000.000000","67.781807","38.685495","16.697186","20.168642","31.592828","16.379257","15.480028",
"124000000.000000","68.837027","39.160487","16.914960","20.384514","32.306249","16.629759","15.675300",
"126000000.000000","69.898996","39.643254","17.134360","20.603108","33.129866","16.881245","15.872414",
"128000000.000000","70.942099","40.134489","17.355661","20.823280","34.134514","17.134193","16.071039",
"130000000.000000","72.024098","40.632450","17.577573","21.046218","35.617863","17.388758","16.271790",
"132000000.000000","73.116058","41.131887","17.802296","21.271995","38.770314","17.644066","16.474905",
"134000000.000000","74.217990","41.640022","18.028981","21.499725","43.681963","17.900557","16.680642",
"136000000.000000","75.329705","59.305383","24.204001","21.730495","43.904008","22.083823","22.835960",
"138000000.000000","76.454158","59.635812","24.383171","21.964788","44.128372","22.313490","23.006994",
"140000000.000000","77.559374","59.884025","24.563922","22.202554","44.355939","22.543212","23.178625",
"142000000.000000","78.691374","60.129529","24.750297","22.441450","44.585346","22.773200","23.351151",
"144000000.000000","79.838316","60.382819","24.937559","22.685169","44.807098","23.003579","23.523606",
"146000000.000000","80.995900","60.641599","25.124662","22.930557","45.032519","23.235429","23.697332",
"148000000.000000","82.163157","60.911362","25.311758","23.179358","45.261074","23.466952","23.870731",
"150000000.000000","83.338563","61.187186","25.499862","23.430926","45.492981","23.698735","24.043952",
"152000000.000000","104.953857","61.468070","25.688552","23.686838","45.736331","23.931392","24.217461",
"154000000.000000","105.864575","61.753187","25.877415","23.946352","45.983509","24.164869","24.391648",
"156000000.000000","106.780967","62.042529","26.066203","24.201804","46.233861","24.397977","24.566403",
"158000000.000000","107.703553","62.334387","26.255150","24.459279","46.489454","24.631477","24.741365",
"160000000.000000","108.628767","62.632787","26.444886","24.719181","46.749284","24.865675","24.916489",
